language,centroid_lon,centroid_lat,area,distance
CHINESE,119.65325544817861,23.663612410916315,3.253397746999568e-05,0.05205513032675207
CHINESE,119.62451242010249,23.649995621397284,3.3731853984450625e-05,0.025877329008006465
CHINESE,119.5986979888893,23.617860908699615,0.00011682978698687277,0.005707697034416369
CHINESE,119.55967636724239,23.620468501332965,1.3137409814921156e-05,0.01261733463320737
CHINESE,119.5280202900955,23.261614847713357,4.831354715400666e-05,0.021751577557939567
CHINESE,119.51862311075995,23.271352560114085,3.1418361536003334e-05,0.010589768153803752
CHINESE,119.51020341156097,23.513226570144354,3.665854547118365e-05,0.015341139938886923
CHINESE,119.41874547616733,23.30017670403973,0.000479960472226072,0.03138836980930751
AMI_Southern,120.89052949103765,22.35669760173423,0.00019818920475517992,0.0007703064935229946
T,99.20503642810436,7.37949240164978,0.00020754375070239386,0.12269917852393897
PALAUAN,134.7566480902369,8.131969696329591,0.002274100497300477,0.011023985970108832
BLAGAR,124.36016715329411,-8.308724662166604,0.0024223833900891174,0.0176264681608296
BAJO,121.36581563396872,-1.0101664020697567,0.00020575433864689663,0.008088500618706418
Austronesian,168.02122470949234,-28.420005836907496,0.004537699082271885,0.5446556539454233
Austronesian,-130.2763212518496,-23.937141512328218,0.0006730335279981795,0.4467895094187071
Austronesian,-157.66485703820027,-19.571407251288473,0.0017372029982788263,0.1637462185861114
Austronesian,-158.3411468261231,-20.00949291770461,0.001752723949595661,0.16753925538345874
Austronesian,-158.43834357837858,-19.705877834424957,0.0075397323717391945,0.15022705400630668
Austronesian,-160.08813174692676,-1.1023784366138203,0.0006658492815776523,0.7043845765731462
Austronesian,-163.64326894286452,-17.587323588307452,0.00020681227011059316,0.6077202779355636
MARSHALLESE,165.53040154014292,9.203601417092028,9.637937497409167e-05,0.005729950151142528
MARSHALLESE,162.33238220176588,11.353573481649436,3.0936637509950113e-05,0.0012729948972521551
MARSHALLESE,169.96176543398997,10.440454108959743,0.00014382442284892045,0.010544094568691095
TUVALU,178.89384313811667,-7.844447596227003,0.00012698715701336095,0.372719559124369
TUVALU,178.47227635531482,-8.321410194043812,0.0016080144420512201,0.21605319311502186
KAIRIRU,143.62733038703502,-3.4116724680366444,0.0016096024038585828,0.01164811131921991
South-West Group,136.29190556287793,-34.53781157109069,0.002066967562333164,0.15008058982994107
South-West Group,133.85774597810016,-32.379777213705786,0.0013644750141491885,0.014191044396834572
South-West Group,114.97262076620864,-21.48739176674006,0.0011420075894980643,0.17930653053710735
South-West Group,114.36034399605967,-21.653880227917902,0.0007491669892712947,0.21996515881967754
South-West Group,114.30149902833604,-21.7043754057617,0.0013799783533611067,0.12960957077890434
South-West Group,113.8621173756189,-25.845489903809327,0.005126924639779736,0.05720056301226516
AGARLUMA,116.87140770396358,-20.42445962877027,0.003069839202856342,0.09657924840845225
AGARLUMA,116.78184109166348,-20.490713638523797,0.0027569868822044613,0.013448692952487719
MARTU YHUNIRA,116.6088166340311,-20.622177750374153,0.002271016121031644,0.02487885066145596
Yotayotic Group,146.83574850172508,-38.71757962167417,0.001691801753713623,0.013267494962612147
MOR,135.75595684781464,-2.995890479964794,0.0017182319437348836,0.011765756855434675
MOR,135.59809098420317,-3.0964168340263507,0.0007874985881476135,0.08063380281639229
SOBEI,139.25804308566774,-2.0056609159983196,0.0003785430630710035,0.0761802167178876
SOBEI,139.14706041591205,-2.007425446554901,0.0003037907080766911,0.014306773664738108
SOBEI,139.02804593503788,-1.9397318335157079,0.00041368960934172613,0.03288091543099049
SOBEI,138.79245788890833,-1.6872648542714581,0.0006706355998634186,0.05864965284546533
PA'UMOTU,-138.0666777292322,-22.19987528739714,0.010367132041778932,0.5859428856323008
PA'UMOTU,-138.9645215191166,-21.052244657161957,0.010473944710253752,0.2549608057130898
PA'UMOTU,-139.0363568209487,-18.369102755729536,0.008481552493863141,0.3207563954936216
PA'UMOTU,-139.10346378739015,-20.092658499202045,0.006228770757158309,0.6214689683147743
PA'UMOTU,-139.19116819063248,-18.0027179883717,0.009482663974880408,0.7076500340640455
PA'UMOTU,-140.0831012018632,-15.593147265602047,0.006559759736566292,0.2500554288457384
PA'UMOTU,-140.1808569007978,-13.774054373897865,0.0058372362725624795,1.0276528959098292
PA'UMOTU,-140.58479508023697,-17.292463513006947,0.009805589449646563,0.2726151184975272
PA'UMOTU,-140.74398640703743,-15.427007929539165,0.00973882100420507,0.2795532610926508
PA'UMOTU,-140.77632815045354,-17.038217115811868,0.01078143001607307,0.5532721217617177
PA'UMOTU,-141.74737416373574,-18.42269926088861,0.010367132045481425,0.20763736834785598
PA'UMOTU,-142.35519559331632,-17.588150790153957,0.007853887894082763,0.1264003946101584
PA'UMOTU,-142.43732120963602,-16.730662052737163,0.010835203068776899,0.2523465921802094
Sariba,150.71273543609857,-10.71335067823002,0.000892049806096605,0.05958833851918998
BOIKEN Island,143.34073052726657,-3.2256905924449355,0.0011632794595864996,0.001537973365054006
WABUDA,143.70913845559195,-8.201547437482187,0.00547942136129078,0.010450488236385322
WABUDA,143.52206050950883,-8.279915251986706,0.00021891374040429362,0.027842181952579842
WABUDA,143.46750853117635,-8.279628311283785,6.849312930588449e-05,0.02512258350340908
WABUDA,143.39034698378316,-8.34076599834735,0.0006218717069365424,0.0038114339848200527
SOUTHERN KIWAI,143.37901891779666,-8.69331131404689,0.0010219950764254317,0.01170678912343503
SOUTHERN KIWAI,143.2068258905525,-8.492224773642656,0.0005067235211056779,0.026115046832442357
SOUTHERN KIWAI,143.1562350485084,-8.456465643109022,0.0007338167072192035,0.02913931426419115
SOUTHERN KIWAI,143.12722767910486,-8.31721114080278,0.0005806188696030005,0.006682953258888587
SOUTHERN KIWAI,143.11673600592698,-8.402135715465231,0.0003042431368296869,0.049024368641971384
Island Kiwai,143.22918922456714,-8.337413893730407,0.004065942664598023,0.008473187844580189
Island Kiwa,143.65973254390624,-8.748651187018918,0.0002511521992878075,0.020596810743129062
Island Kiwa,143.35466990064344,-8.613753168097894,0.0003146127871635504,0.021060973609020078
Island Kiwa,143.30636600620457,-8.557164541347934,0.0023325440946644228,0.01674699390658982
Island Kiwa,143.30923406494614,-8.413396965954393,0.0001009077350648692,0.024782580753499858
Island Kiwa,143.28389160145392,-8.420576766559611,0.0009492425194046706,0.030085018225460773
Island Kiwa,143.19152092214713,-8.305267371302957,0.0001793981595095318,0.012291308793775319
TIGAK Island,150.717060775621,-2.6979349862071262,0.0015039121925830077,0.01575123406504745
TIGAK Island,150.67858153224012,-2.7296547514023013,0.0022340028326106524,0.016976693672743032
TIGAK Island,150.60337524779825,-2.6356153963868727,0.0008820914908344204,0.06552447475050459
TIGAK Island,150.5817846804432,-2.6948624588707233,0.0021308327487382975,0.07640862940254042
TIGAK Island,150.54220883534165,-2.596337095012857,0.0004598009294867182,0.05425075542577024
TIGAK Island,150.53660958371452,-2.5493638563965857,0.0005612272402910263,0.031061333667962602
TIGAK Island,150.51299959331183,-2.4995020642408976,0.0009761703628395564,0.030377723318453335
KIA,158.18910412329572,-7.380175316759471,0.0011601950578326956,0.017997718594421962
FUTUNA-AMOWA,170.2241533139256,-19.611521437456666,0.002626633228837023,0.01887158846885409
LOH,166.61269415385283,-13.34914895436068,0.0006340593905526269,0.0013991287284198773
TUTUBA,167.2786855212444,-15.557202322299029,0.0008320656407232748,0.045195192750492996
NAMAKURAN,168.43199502052383,-17.130339263006018,0.00023860043782175042,0.055797661268362934
NAMAKURAN,168.40867509679825,-17.24752188018936,0.00021565808344761985,0.1520278987131789
NORTH EFATE,168.4753468235796,-17.47852801200376,0.0005521459667629747,0.054619947935437806
WOLEAIAN,144.43838438498602,7.20255818270327,0.010489897475152976,0.15729410818645248
WOLEAIAN,143.98179220537722,7.368688732762745,0.010303904049533517,0.015033589379187959
MORTLOCKESE,155.28019246457077,6.846330607474295,0.00614174456914977,0.5081064808350062
KIRIBATI,176.41447334678676,-1.502593229721223,0.008164234831615451,0.030710946256647883
KIRIBATI,175.5558225392226,-1.9582722819809366,0.00974186863493819,0.0045820033393834106
KIRIBATI,169.6661084983992,-0.9283613117296464,0.007929261485348069,0.05966770625636058
Bwato,164.79261659866572,-21.163394240629422,0.00017333029825350273,0.026929630796643872
TUVALU,179.9914492378199,-9.82269841253998,0.0007868927885882397,0.3830353123213781
TUVALU,179.56913342699605,-8.77616617547142,0.009703287006642695,0.31069309400108397
TUVALU,177.41222031710691,-6.4929275624140805,0.007645168094882009,0.31892970823202027
TUVALU,177.31675765224736,-7.635261181298304,0.009339340906045192,0.3066313529228999
TUVALU,176.21164362566444,-6.0974313839294245,0.007435013864980649,0.17501861646099734
TUVALU,-179.95377776259258,-9.85563437853452,0.007878351339570695,1.031771429077754
YALAYU,163.58685070813252,-19.5882819094912,0.0011248918577611284,0.024468234881280335
KUMAK,163.9224178093625,-20.17132666408822,0.0005496418122403764,0.05250252257835082
KUMAK,163.80703598628375,-20.069778276041767,0.001042566564280896,0.034921285658822195
BALI-VITU,149.37932956984102,-4.6305013993912345,0.0009150521932441595,0.06954354974601436
Keraware,152.40755163680942,-4.290921929569487,7.112855815093984e-05,0.02947421120457157
TERNATE,127.32307724872983,0.9126973467616395,0.0005005949517774661,0.03358222204069154
Mareku,127.36196281190848,0.7454629537351065,0.00022920205686969173,0.008357450574946428
TIDORE,127.41077972381748,0.47471811464471136,0.00039838992000857987,0.08907416117783654
TIDORE,127.39876690278224,0.5880249998802783,0.0003192272127260788,0.025136265984874107
East Makian,127.41823583299006,-0.06444562663278176,0.0015006859093540529,0.004778052655591025
East Makian,127.41180670667782,0.45924192047236073,0.0006573703131489751,0.07087368742612322
East Makian,127.24442791947214,-0.09761224825366864,0.002254195678074252,0.12282706677426175
East Makian,127.21975375208166,0.11656774331333616,0.0002287198906904813,0.1657563602421725
East Makian,127.1211541279594,0.11505239964146868,0.00034490352462857564,0.26084715228307104
West Makian,127.22579974186752,0.002010402968793179,0.00016385434227559695,0.15951614451206358
West Makian,127.12673250803982,-0.1843818124530936,0.0015254542295676035,0.05939639662102469
Tobelo,127.0522436505851,-0.2498954184191696,0.002877977240999618,0.041716365128721795
Temate,128.43003705265969,-1.1573286963692906,0.0003459734300799352,0.02388655703599543
Temate,128.34037045420285,-1.130390289033647,0.00043352821087788923,0.011691386848979258
KAWE,130.28366778348877,-0.5793711201305003,0.001796054488749997,0.16957020856970056
KAWE,130.22961117315413,-0.28304165923329244,0.000521611679250948,0.053339241650238164
KAWE,130.0271488027061,0.17167241936681027,0.0017247038832054475,0.1105196735978707
BIAK,131.01587476826776,0.37735476750318064,0.0006424557566208462,0.39843897971984904
BIAK,129.71502153679728,-1.1862638738977196,0.0033376170342204452,0.007331048025694556
BIAK,129.46607774495934,-1.195825471560281,0.0004541939688162582,0.07406214018054061
BIAK,129.38710673699563,-1.1996598700915795,0.0004912858995778785,0.0011377080512958626
